trade_date,close,MA5,MA10,MA20,MA60,MA120,RSI,DIF,DEA,MACD,BB_MID,BB_UPPER,BB_LOWER,BB_WIDTH
2026-03-13,1096.1000,1113.4380,1133.2100,1118.4935,1261.4670,1309.0721,41.0129,-32.2789,-36.8476,9.1373,1118.4935,1198.8069,1038.1801,14.3610
2026-03-16,1089.9700,1106.2340,1123.0170,1121.1425,1255.9518,1307.9213,40.3207,-32.7173,-36.0215,6.6084,1121.1425,1193.2084,1049.0766,12.8558
2026-03-17,1079.9900,1092.8120,1117.7110,1120.8020,1250.9180,1306.3128,39.1619,-33.4841,-35.5141,4.0599,1120.8020,1193.6116,1047.9924,12.9924
2026-03-18,1066.0000,1086.2120,1112.6030,1119.0570,1246.2847,1303.6378,37.5334,-34.8192,-35.3751,1.1117,1119.0570,1195.4592,1042.6548,13.6547
2026-03-19,1037.0200,1073.8160,1099.5050,1116.9630,1241.3700,1299.8797,34.3471,-37.7803,-35.8561,-3.8483,1116.9630,1200.0064,1033.9196,14.8695
2026-03-20,1025.0000,1059.5960,1086.5170,1112.5880,1237.2213,1296.4213,33.0923,-40.6285,-36.8106,-7.6358,1112.5880,1205.2804,1019.8956,16.6625
2026-03-23,971.3000,1035.8620,1071.0480,1105.1190,1231.4830,1292.5147,28.1452,-46.6808,-38.7847,-15.7923,1105.1190,1217.1270,993.1110,20.2708
2026-03-24,1028.5000,1025.5640,1059.1880,1102.9665,1227.1747,1289.0688,38.6636,-46.3277,-40.2933,-12.0688,1102.9665,1219.2632,986.6698,21.0880
2026-03-25,1039.0000,1020.1640,1053.1880,1100.7840,1223.3580,1285.8856,40.3886,-44.6855,-41.1717,-7.0275,1100.7840,1220.2804,981.2876,21.7111
2026-03-26,1024.9000,1017.7400,1045.7780,1093.5890,1219.0268,1283.1827,38.8101,-44.0144,-41.7402,-4.5483,1093.5890,1213.1707,974.0073,21.8696
2026-03-27,1024.0000,1017.5400,1038.5680,1085.8890,1213.8265,1280.0661,38.7061,-43.0588,-42.0039,-2.1097,1085.8890,1202.3776,969.4004,21.4550
2026-03-30,1009.4500,1025.1700,1030.5160,1076.7665,1208.5473,1277.2250,36.9810,-42.9801,-42.1992,-1.5619,1076.7665,1186.6907,966.8423,20.4175
2026-03-31,983.0000,1016.0700,1020.8170,1069.2640,1202.9405,1273.9667,34.0133,-44.5386,-42.6671,-3.7431,1069.2640,1183.4147,955.1133,21.3513
2026-04-01,1051.4000,1018.5500,1019.3570,1065.9800,1198.7323,1271.1726,46.0669,-39.7957,-42.0928,4.5942,1065.9800,1178.0997,953.8603,21.0360
2026-04-02,998.9900,1013.3680,1015.5540,1057.5295,1192.7405,1268.3392,40.0327,-39.8071,-41.6357,3.6571,1057.5295,1162.5235,952.5355,19.8565
2026-04-03,1025.7000,1013.7080,1015.6240,1051.0705,1186.2388,1265.8575,44.0547,-37.2317,-40.7549,7.0464,1051.0705,1146.2870,955.8540,18.1180
2026-04-07,1119.0000,1035.6180,1030.3940,1050.7210,1182.2963,1264.1408,55.3259,-27.3469,-38.0733,21.4528,1050.7210,1144.8244,956.6176,17.9122
2026-04-08,1164.0000,1071.8180,1043.9440,1051.5660,1178.5297,1262.7343,59.5580,-15.7010,-33.5988,35.7957,1051.5660,1149.5374,953.5946,18.6334
2026-04-09,1198.0000,1101.1380,1059.8440,1056.5160,1175.4447,1262.3253,62.4522,-3.6855,-27.6161,47.8613,1056.5160,1172.8596,940.1724,22.0240
2026-04-10,1210.7000,1143.4800,1078.4240,1062.1010,1172.3750,1261.8968,63.5029,6.7834,-20.7362,55.0393,1062.1010,1196.3743,927.8277,25.2845
2026-04-13,1219.6200,1182.2640,1097.9860,1068.2770,1168.6353,1262.0937,64.2594,15.6199,-13.4650,58.1697,1068.2770,1219.4358,917.1182,28.2996
2026-04-14,1241.9800,1206.8600,1121.2390,1075.8775,1164.4850,1262.0935,66.1532,24.1487,-5.9423,60.1819,1075.8775,1245.7564,905.9986,31.5796
2026-04-15,1274.0000,1228.8600,1150.3390,1085.5780,1160.5518,1262.0935,68.7102,33.1099,1.8682,62.4835,1085.5780,1277.2098,893.9462,35.3050
2026-04-16,1307.0000,1250.6600,1175.8990,1097.6280,1158.8670,1262.5878,71.1307,42.3860,9.9717,64.8285,1097.6280,1312.9238,882.3322,39.2293
2026-04-17,1334.0000,1275.3200,1209.4000,1112.4770,1157.1150,1263.0285,72.9730,51.3243,18.2422,66.1642,1112.4770,1349.9913,874.9627,42.7001
2026-04-20,1378.2000,1307.0360,1244.6500,1130.1370,1156.5017,1263.1055,75.7060,61.2684,26.8475,68.8418,1130.1370,1391.5828,868.6912,46.2680
2026-04-21,1330.0000,1324.6400,1265.7500,1148.0720,1154.9342,1262.2763,67.6697,64.5161,34.3812,60.2698,1148.0720,1412.8315,883.3125,46.1225
2026-04-22,1337.0000,1337.2400,1283.0500,1163.4970,1153.5565,1261.7605,68.1977,66.8837,40.8817,52.0041,1163.4970,1434.7907,892.2033,46.6342
2026-04-23,1323.0000,1340.4400,1295.5500,1177.6970,1153.2225,1260.0772,65.8804,66.8597,46.0773,41.5648,1177.6970,1451.2738,904.1202,46.4596
2026-04-24,1352.5000,1344.1400,1309.7300,1194.0770,1153.1997,1258.5923,68.3229,68.4322,50.5483,35.7679,1194.0770,1468.3621,919.7919,45.9409
2026-04-27,1356.7200,1339.8440,1323.4400,1210.7130,1153.2617,1257.5768,68.6684,69.2211,54.2828,29.8764,1210.7130,1481.9072,939.5188,44.7991
2026-04-28,1374.5000,1348.7440,1336.6920,1228.9655,1153.9202,1256.8560,70.1460,70.4686,57.5200,25.8972,1228.9655,1492.1449,965.7861,42.8294
2026-04-29,1416.6300,1364.6700,1350.9550,1250.6470,1155.8640,1256.8112,73.3528,74.0037,60.8167,26.3740,1250.6470,1499.5682,1001.7258,39.8068
2026-04-30,1699.9600,1440.0620,1390.2510,1283.0750,1162.5152,1259.5193,85.0123,98.5319,68.3598,60.3443,1283.0750,1585.8584,980.2916,47.1965
2026-05-06,1825.0000,1534.5620,1439.3510,1324.3755,1171.5522,1263.5059,87.5925,126.6010,80.0080,93.1859,1324.3755,1684.0050,964.7460,54.3093
2026-05-07,1868.0000,1636.8180,1488.3310,1366.4905,1181.8187,1267.9093,88.3362,150.5799,94.1224,112.9149,1366.4905,1773.0629,959.9181,59.5061
2026-05-08,1182.5300,1598.4240,1473.5840,1369.6670,1180.5460,1266.5303,43.5383,112.9694,97.8918,30.1552,1369.6670,1769.0266,970.3074,58.3149
2026-05-11,1200.0000,1555.0980,1459.8840,1371.4670,1179.8460,1264.1970,44.3134,83.6087,95.0352,-22.8530,1371.4670,1767.2319,975.7021,57.7141
2026-05-12,1277.8700,1470.6800,1455.3710,1375.4605,1182.3438,1262.9084,47.7561,65.8643,89.2010,-46.6734,1375.4605,1765.4247,985.4963,56.7031
2026-05-13,1316.8800,1369.0560,1451.8090,1380.7695,1186.4918,1262.2866,49.4424,54.3234,82.2255,-55.8042,1380.7695,1764.1243,997.4147,55.5277
2026-05-14,1260.5800,1247.5720,1442.1950,1382.8175,1189.8627,1261.7081,47.0805,40.1711,73.8146,-67.2870,1382.8175,1762.9717,1002.6633,54.9826
2026-05-15,1209.0000,1252.8660,1425.6450,1381.1685,1192.7295,1260.4016,44.9614,24.5107,63.9538,-78.8863,1381.1685,1764.1704,998.1666,55.4606
2026-05-18,1216.9900,1256.2640,1405.6810,1378.3180,1194.8993,1259.0023,45.3716,12.5992,53.6829,-82.1674,1378.3180,1765.5040,991.1320,56.1824
2026-05-19,1319.2000,1264.5300,1367.6050,1378.9280,1198.5377,1258.9539,50.4581,11.2767,45.2016,-67.8499,1378.9280,1765.6791,992.1769,56.0945
2026-05-20,1362.4100,1273.6360,1321.3460,1380.3485,1203.2628,1259.4482,52.4728,13.5590,38.8731,-50.6281,1380.3485,1766.6132,994.0838,55.9663
2026-05-21,1290.9000,1279.7000,1263.6360,1375.9835,1206.2362,1259.1498,48.9267,9.4882,32.9961,-47.0159,1375.9835,1764.3179,987.6491,56.4446
2026-05-22,1286.0000,1295.1000,1273.9830,1373.7835,1208.9915,1258.7665,48.6839,5.7997,27.5569,-43.5142,1373.7835,1763.7101,983.8569,56.7668
2026-05-25,1406.5000,1333.0020,1294.6330,1377.2585,1214.5740,1259.4682,54.6443,12.4564,24.5368,-24.1607,1377.2585,1767.0436,987.4734,56.6030
2026-05-26,1410.9600,1351.3540,1307.9420,1381.6565,1220.0458,1260.8178,54.8534,17.8855,23.2065,-10.6420,1381.6565,1770.8483,992.4647,56.3370
2026-05-27,1340.0000,1346.8720,1310.2540,1381.0315,1222.8992,1261.4680,50.8390,16.2747,21.8201,-11.0909,1381.0315,1770.4606,991.6024,56.3968
2026-05-28,1391.5000,1366.9920,1323.3460,1382.7705,1226.4575,1262.5638,53.4988,18.9354,21.2432,-4.6156,1382.7705,1772.0530,993.4880,56.3047
2026-05-29,1310.0000,1371.7920,1333.4460,1379.5455,1228.4258,1262.5250,48.9823,14.3028,19.8551,-11.1046,1379.5455,1770.1829,988.9081,56.6328
2026-06-01,1238.0000,1338.0920,1335.5470,1370.6140,1230.1750,1261.8637,45.3406,4.7667,16.8375,-24.1414,1370.6140,1765.8229,975.4051,57.6689
2026-06-02,1300.0000,1315.9000,1333.6270,1350.6160,1233.2237,1261.6053,48.8661,2.1870,13.9074,-23.4408,1350.6160,1714.9241,986.3079,53.9470
2026-06-03,1378.1000,1323.5200,1335.1960,1328.2710,1236.7253,1261.7358,52.9802,6.3711,12.4001,-12.0581,1328.2710,1617.0620,1039.4800,43.4837
2026-06-04,1358.9000,1317.0000,1341.9960,1302.8160,1240.1257,1261.9872,51.8752,8.0450,11.5291,-6.9682,1302.8160,1442.6074,1163.0246,21.4599
2026-06-05,1299.2000,1314.8400,1343.3160,1308.6495,1243.0125,1261.7114,48.4887,4.5024,10.1237,-11.2427,1308.6495,1436.5364,1180.7626,19.5449
2026-06-08,1250.3600,1317.3120,1327.7020,1311.1675,1244.7335,1260.7228,45.8516,-2.2206,7.6549,-19.7509,1311.1675,1431.8259,1190.5091,18.4047
2026-06-09,1270.0100,1311.3140,1313.6070,1310.7745,1247.5837,1260.0145,47.0982,-5.8950,4.9449,-21.6798,1310.7745,1431.9397,1189.6093,18.4876
2026-06-10,1231.0000,1281.8940,1302.7070,1306.4805,1249.7837,1258.4578,44.8888,-11.8185,1.5922,-26.8215,1306.4805,1432.7156,1180.2454,19.3245
2026-06-11,1219.5000,1254.0140,1285.5070,1304.4265,1251.8403,1256.6537,44.2300,-17.2422,-2.1747,-30.1350,1304.4265,1435.0663,1173.7867,20.0302
2026-06-12,1240.0000,1242.1740,1278.5070,1305.9765,1254.3408,1255.1463,45.7581,-19.6597,-5.6717,-27.9760,1305.9765,1432.5205,1179.4325,19.3792
2026-06-15,1335.0000,1259.1020,1288.2070,1311.8770,1258.5910,1254.7545,52.2829,-13.7513,-7.2876,-12.9274,1311.8770,1431.7814,1191.9726,18.2798
2026-06-16,1306.9900,1266.4980,1288.9060,1311.2665,1262.6075,1254.4461,50.3594,-11.2000,-8.0701,-6.2598,1311.2665,1431.1382,1191.3948,18.2834
2026-06-17,1320.0000,1284.2980,1283.0960,1309.1460,1267.3238,1254.3469,51.2564,-8.0356,-8.0632,0.0552,1309.1460,1426.6862,1191.6058,17.9568
2026-06-18,1507.4600,1341.8900,1297.9520,1319.9740,1275.3648,1256.2931,61.9309,9.4893,-4.5527,28.0839,1319.9740,1466.7105,1173.2375,22.2332
2026-06-22,1456.9900,1385.2880,1313.7310,1328.5235,1283.4597,1257.4713,58.2334,19.0854,0.1749,37.8209,1328.5235,1486.4258,1170.6212,23.7711
2026-06-23,1413.0000,1400.8880,1329.9950,1328.8485,1289.8680,1258.5213,55.1431,22.8770,4.7153,36.3233,1328.8485,1487.4518,1170.2452,23.8708
2026-06-24,1453.0000,1430.0900,1348.2940,1330.9505,1296.7680,1260.0630,57.3590,28.7778,9.5278,38.4999,1330.9505,1495.1514,1166.7496,24.6742
2026-06-25,1505.0000,1467.0900,1375.6940,1339.2005,1304.7697,1261.8982,60.1172,37.2211,15.0665,44.3093,1339.2005,1520.9576,1157.4434,27.1441
2026-06-26,1458.0000,1457.1980,1399.5440,1342.5255,1312.0030,1262.9147,56.5563,39.6628,19.9858,39.3542,1342.5255,1530.6331,1154.4179,28.0229
2026-06-29,1482.0000,1462.2000,1423.7440,1351.1255,1319.8788,1264.2131,57.9268,43.0384,24.5963,36.8842,1351.1255,1548.4723,1153.7787,29.2122
2026-06-30,1595.5500,1498.7100,1449.7990,1369.0030,1330.0880,1266.5143,63.7528,54.2507,30.5272,47.4470,1369.0030,1586.9099,1151.0961,31.8344
2026-07-01,1485.3300,1505.1760,1467.6330,1378.2695,1337.3202,1268.0262,55.6913,53.6245,35.1466,36.9558,1378.2695,1599.5573,1156.9817,32.1110
